0.0304089    0.00780768    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0298587    0.00970167    0.499013 	 	  0.75    0.75    0.75    1 		   0.0597173    0.0194033    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0298587    0.00970167    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0298587    0.00970167    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0291906    0.0115574    0.499013 	 	  0.75    0.75    0.75    1 		   0.0583812    0.0231147    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0291906    0.0115574    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0291906    0.0115574    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0284073    0.0133675    0.499013 	 	  0.75    0.75    0.75    1 		   0.0568146    0.0267349    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0284073    0.0133675    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0284073    0.0133675    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0275119    0.0151248    0.499013 	 	  0.75    0.75    0.75    1 		   0.0550238    0.0302496    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0275119    0.0151248    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0275119    0.0151248    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0265079    0.0168224    0.499013 	 	  0.75    0.75    0.75    1 		   0.0530158    0.0336448    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0265079    0.0168224    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0265079    0.0168224    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0253993    0.0184537    0.499013 	 	  0.75    0.75    0.75    1 		   0.0507986    0.0369073    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0253993    0.0184537    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0253993    0.0184537    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0241905    0.0200121    0.499013 	 	  0.75    0.75    0.75    1 		   0.0483809    0.0400242    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0241905    0.0200121    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0241905    0.0200121    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0228862    0.0214915    0.499013 	 	  0.75    0.75    0.75    1 		   0.0457723    0.0429831    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0228862    0.0214915    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0228862    0.0214915    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0214915    0.0228862    0.499013 	 	  0.75    0.75    0.75    1 		   0.0429831    0.0457723    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0214915    0.0228862    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0214915    0.0228862    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0200121    0.0241905    0.499013 	 	  0.75    0.75    0.75    1 		   0.0400242    0.0483809    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0200121    0.0241905    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0200121    0.0241905    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0184537    0.0253993    0.499013 	 	  0.75    0.75    0.75    1 		   0.0369073    0.0507986    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0184537    0.0253993    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0184537    0.0253993    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0168224    0.0265079    0.499013 	 	  0.75    0.75    0.75    1 		   0.0336448    0.0530158    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0168224    0.0265079    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0168224    0.0265079    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0151248    0.0275119    0.499013 	 	  0.75    0.75    0.75    1 		   0.0302496    0.0550238    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0151248    0.0275119    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0151248    0.0275119    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0133674    0.0284073    0.499013 	 	  0.75    0.75    0.75    1 		   0.0267349    0.0568146    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0133674    0.0284073    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0133674    0.0284073    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.0115574    0.0291906    0.499013 	 	  0.75    0.75    0.75    1 		   0.0231147    0.0583812    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.0115574    0.0291906    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.0115574    0.0291906    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.00970166    0.0298587    0.499013 	 	  0.75    0.75    0.75    1 		   0.0194033    0.0597173    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.00970166    0.0298587    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.00970166    0.0298587    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.00780767    0.0304089    0.499013 	 	  0.75    0.75    0.75    1 		   0.0156153    0.0608178    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.00780767    0.0304089    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.00780767    0.0304089    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.00588288    0.0308392    0.499013 	 	  0.75    0.75    0.75    1 		   0.0117658    0.0616783    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.00588288    0.0308392    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.00588288    0.0308392    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.00393486    0.0311477    0.499013 	 	  0.75    0.75    0.75    1 		   0.00786972    0.0622954    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.00393486    0.0311477    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    

0.00393486    0.0311477    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
0.00197131    0.0313333    0.499013 	 	  0.75    0.75    0.75    1 		   0.00394263    0.0626666    0.998027    

0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
0.00197131    0.0313333    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

0.00197131    0.0313333    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-1.26002e-08    0.0313953    0.499013 	 	  0.75    0.75    0.75    1 		   -2.52003e-08    0.0627905    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-1.26002e-08    0.0313953    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-1.26002e-08    0.0313953    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.00197134    0.0313333    0.499013 	 	  0.75    0.75    0.75    1 		   -0.00394268    0.0626666    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.00197134    0.0313333    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.00197134    0.0313333    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.00393488    0.0311477    0.499013 	 	  0.75    0.75    0.75    1 		   -0.00786977    0.0622954    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.00393488    0.0311477    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.00393488    0.0311477    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0058829    0.0308392    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0117658    0.0616783    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0058829    0.0308392    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0058829    0.0308392    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0078077    0.0304089    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0156154    0.0608178    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0078077    0.0304089    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0078077    0.0304089    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.00970169    0.0298587    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0194034    0.0597173    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.00970169    0.0298587    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.00970169    0.0298587    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0115574    0.0291906    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0231148    0.0583811    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0115574    0.0291906    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0115574    0.0291906    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0133675    0.0284073    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0267349    0.0568145    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0133675    0.0284073    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0133675    0.0284073    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0151248    0.0275119    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0302496    0.0550237    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0151248    0.0275119    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0151248    0.0275119    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0168224    0.0265079    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0336449    0.0530158    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0168224    0.0265079    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0168224    0.0265079    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0184537    0.0253993    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0369074    0.0507986    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0184537    0.0253993    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0184537    0.0253993    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0200121    0.0241905    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0400242    0.0483809    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0200121    0.0241905    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0200121    0.0241905    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0214916    0.0228861    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0429831    0.0457723    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0214916    0.0228861    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0214916    0.0228861    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0228862    0.0214915    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0457724    0.042983    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0228862    0.0214915    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0228862    0.0214915    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0241905    0.0200121    0.499013 	 	  0.75    0.75    0.75    1 		   -0.048381    0.0400242    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0241905    0.0200121    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0241905    0.0200121    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0253993    0.0184537    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0507986    0.0369073    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0253993    0.0184537    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0253993    0.0184537    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0265079    0.0168224    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0530158    0.0336448    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0265079    0.0168224    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0265079    0.0168224    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0275119    0.0151248    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0550238    0.0302495    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0275119    0.0151248    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0275119    0.0151248    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0284073    0.0133674    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0568146    0.0267349    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0284073    0.0133674    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0284073    0.0133674    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0291906    0.0115573    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0583812    0.0231147    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0291906    0.0115573    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0291906    0.0115573    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0298587    0.00970164    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0597174    0.0194033    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0298587    0.00970164    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0298587    0.00970164    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0304089    0.00780766    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0608179    0.0156153    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0304089    0.00780766    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0304089    0.00780766    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0308392    0.00588286    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0616783    0.0117657    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0308392    0.00588286    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0308392    0.00588286    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0311477    0.00393484    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0622954    0.00786968    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0311477    0.00393484    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   -0    0    1    

-0.0311477    0.00393484    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0313333    0.00197129    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0626666    0.00394259    0.998027    

-0    0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0313333    0.00197129    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   -0    -0    1    

-0.0313333    0.00197129    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0313953    -3.26855e-08    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0627905    -6.5371e-08    0.998027    

-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0313953    -3.26855e-08    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   -0    -0    1    

-0.0313953    -3.26855e-08    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0313333    -0.00197136    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0626666    -0.00394272    0.998027    

-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0.0313333    -0.00197136    0.499013 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   -0    -0    1    

-0.0313333    -0.00197136    0.499013 	 	  0.75    0.75    0.75    1 		   0.0627905    0    0.998027    
-0    -0    0.5 	 	  0.75    0.75    0.75    1 		   0    0    1    
-0.0311477    -0.0039349    0.499013 	 	  0.75    0.75    0.75    1 		   -0.0622954    -0.00786981    0.998027    

